"subject_ID"	"Activity_label"	"variable"	"average"
"198"	5	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.735610602483444
"199"	6	"WALKING"	"tBodyAcc-std()-X"	-0.647669170333475
"200"	6	"WALKING"	"tBodyAcc-std()-Y"	-0.553142396078856
"201"	6	"WALKING"	"tBodyAcc-std()-Z"	-0.789845077542373
"202"	6	"WALKING"	"tGravityAcc-std()-X"	-0.95651898940678
"203"	6	"WALKING"	"tGravityAcc-std()-Y"	-0.952613166822034
"204"	6	"WALKING"	"tGravityAcc-std()-Z"	-0.940646609533898
"205"	6	"WALKING"	"tBodyAccJerk-std()-X"	-0.667198721502542
"206"	6	"WALKING"	"tBodyAccJerk-std()-Y"	-0.627357097410593
"207"	6	"WALKING"	"tBodyAccJerk-std()-Z"	-0.871721440720339
"208"	6	"WALKING"	"tBodyGyro-std()-X"	-0.767068673052966
"209"	6	"WALKING"	"tBodyGyro-std()-Y"	-0.761438068516949
"210"	6	"WALKING"	"tBodyGyro-std()-Z"	-0.723490206153814
"211"	6	"WALKING"	"tBodyGyroJerk-std()-X"	-0.739023005
"212"	6	"WALKING"	"tBodyGyroJerk-std()-Y"	-0.82004406309322
"213"	6	"WALKING"	"tBodyGyroJerk-std()-Z"	-0.70638507157161
"214"	6	"WALKING"	"tBodyAccMag-std()"	-0.626787109835169
"215"	6	"WALKING"	"tGravityAccMag-std()"	-0.626787109835169
"216"	6	"WALKING"	"tBodyAccJerkMag-std()"	-0.659452354576271
"217"	6	"WALKING"	"tBodyGyroMag-std()"	-0.722636443516102
"218"	6	"WALKING"	"tBodyGyroJerkMag-std()"	-0.79820274690678
"219"	6	"WALKING"	"fBodyAcc-std()-X"	-0.649772161629703
"220"	6	"WALKING"	"fBodyAcc-std()-Y"	-0.568609162121059
"221"	6	"WALKING"	"fBodyAcc-std()-Z"	-0.793153623220339
"222"	6	"WALKING"	"fBodyAccJerk-std()-X"	-0.686677797992797
"223"	6	"WALKING"	"fBodyAccJerk-std()-Y"	-0.616329704501695
"224"	6	"WALKING"	"fBodyAccJerk-std()-Z"	-0.882511909533898
"225"	6	"WALKING"	"fBodyGyro-std()-X"	-0.786180311132627
"226"	6	"WALKING"	"fBodyGyro-std()-Y"	-0.76410811809322
"227"	6	"WALKING"	"fBodyGyro-std()-Z"	-0.770467456313559
"228"	6	"WALKING"	"fBodyAccMag-std()"	-0.682816079716102
"229"	6	"WALKING"	"fBodyBodyAccJerkMag-std()"	-0.669980860496186
"230"	6	"WALKING"	"fBodyBodyGyroMag-std()"	-0.760907236300847
"231"	6	"WALKING"	"fBodyBodyGyroJerkMag-std()"	-0.807005713601695
"232"	6	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.127000600558652
"233"	6	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	0.121465311011236
"234"	6	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.361381608884045
"235"	6	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.965208976741573
"236"	6	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.946484614719101
"237"	6	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.930654188651685
"238"	6	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.171553961355056
"239"	6	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	0.00409088203382023
"240"	6	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.386900926617978
"241"	6	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.35344952441573
"242"	6	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.267781342044944
"243"	6	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.272215022761798
"244"	6	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.0342001184382022
"245"	6	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.300014548011236
"246"	6	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.0509923894251685
"247"	6	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.104608866786517
"248"	6	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.104608866786517
"249"	6	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.0879004446179775
"250"	6	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.201180788774157
"251"	6	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.23683550005236
"252"	6	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.127245614919101
"253"	6	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	0.0592301040449438
"254"	6	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.432409407539326
"255"	6	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.207095971672
"256"	6	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	0.0354678201573034
"257"	6	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.419621473955056
"258"	6	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.445412804202247
"259"	6	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.28620515505618
"260"	6	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.414621153179775
"261"	6	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.274171341966292
"262"	6	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.11028850707236
"263"	6	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.382816980159551
"264"	6	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.270829337453146
"265"	7	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.577518324748052
"266"	7	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.546403365345779
"267"	7	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.456473642256981
"268"	7	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.956538178587662
"269"	7	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.955312554090909
"270"	7	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.923304724090909
"271"	7	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.615131377408279
"272"	7	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.622997416262013
"273"	7	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.664336860544416
"274"	7	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.687155474097403
"275"	7	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.652408657909091
"276"	7	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.663340760331169
"277"	7	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.701731200484416
"278"	7	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.674920114957468
"279"	7	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.750808705594156
"280"	7	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.510669879158539
"281"	7	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.510669879158539
"282"	7	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.550560230585714
"283"	7	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.598670795839286
"284"	7	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.658017844948377
"285"	7	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.572347541484091
"286"	7	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.567046977262987
"287"	7	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.460792123277305
"288"	7	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.626785744584416
"289"	7	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.62853163071948
"290"	7	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.684856438953896
"291"	7	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.703883646896104
"292"	7	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.671161922837662
"293"	7	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.698949518905844
"294"	7	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.583819796092208
"295"	7	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.550683254908442
"296"	7	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.650923648207792
"297"	7	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.668963362464935
"298"	8	"WALKING_UPSTAIRS"	"tBodyAcc-std()-X"	-0.582958863017438
"299"	8	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Y"	-0.349383732046263
"300"	8	"WALKING_UPSTAIRS"	"tBodyAcc-std()-Z"	-0.499472687913167
"301"	8	"WALKING_UPSTAIRS"	"tGravityAcc-std()-X"	-0.954256666035587
"302"	8	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Y"	-0.94844645047331
"303"	8	"WALKING_UPSTAIRS"	"tGravityAcc-std()-Z"	-0.923180663601423
"304"	8	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-X"	-0.575993073911744
"305"	8	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Y"	-0.458724925167972
"306"	8	"WALKING_UPSTAIRS"	"tBodyAccJerk-std()-Z"	-0.66835678475516
"307"	8	"WALKING_UPSTAIRS"	"tBodyGyro-std()-X"	-0.656219242281851
"308"	8	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Y"	-0.570941237019217
"309"	8	"WALKING_UPSTAIRS"	"tBodyGyro-std()-Z"	-0.511392038012811
"310"	8	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-X"	-0.674984452240214
"311"	8	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Y"	-0.683086930288968
"312"	8	"WALKING_UPSTAIRS"	"tBodyGyroJerk-std()-Z"	-0.695970301754448
"313"	8	"WALKING_UPSTAIRS"	"tBodyAccMag-std()"	-0.554038979266192
"314"	8	"WALKING_UPSTAIRS"	"tGravityAccMag-std()"	-0.554038979266192
"315"	8	"WALKING_UPSTAIRS"	"tBodyAccJerkMag-std()"	-0.564471999961566
"316"	8	"WALKING_UPSTAIRS"	"tBodyGyroMag-std()"	-0.581422885341281
"317"	8	"WALKING_UPSTAIRS"	"tBodyGyroJerkMag-std()"	-0.715838385516014
"318"	8	"WALKING_UPSTAIRS"	"fBodyAcc-std()-X"	-0.585343460535587
"319"	8	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Y"	-0.378656458967972
"320"	8	"WALKING_UPSTAIRS"	"fBodyAcc-std()-Z"	-0.513206312959075
"321"	8	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-X"	-0.598546245236655
"322"	8	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Y"	-0.45636839585694
"323"	8	"WALKING_UPSTAIRS"	"fBodyAccJerk-std()-Z"	-0.691480916950178
"324"	8	"WALKING_UPSTAIRS"	"fBodyGyro-std()-X"	-0.675275353078292
"325"	8	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Y"	-0.573087292172598
"326"	8	"WALKING_UPSTAIRS"	"fBodyGyro-std()-Z"	-0.553968587869751
"327"	8	"WALKING_UPSTAIRS"	"fBodyAccMag-std()"	-0.651638076286121
"328"	8	"WALKING_UPSTAIRS"	"fBodyBodyAccJerkMag-std()"	-0.618027414911032
"329"	8	"WALKING_UPSTAIRS"	"fBodyBodyGyroMag-std()"	-0.636673891144128
"330"	8	"WALKING_UPSTAIRS"	"fBodyBodyGyroJerkMag-std()"	-0.755717299964413
